"adr","adults","new_column"
146,2,73
131,2,65.5
98,2,49
161,3,53.6666666666667
79.5,2,39.75
126.29,2,63.145
105.5,2,52.75
208.14,3,69.38
103.85,2,51.925
79.5,2,39.75
113,2,56.5
163,2,81.5
107.5,2,53.75
97.5,2,48.75
113,2,56.5
66.15,2,33.075
99.8,1,99.8
111.96,2,55.98
139.18,2,69.59
83.15,2,41.575
0,50,0
77.6,2,38.8
144.9,2,72.45
161,2,80.5
131,2,65.5
131,2,65.5
188,2,94
64.29,2,32.145
98,2,49
123,2,61.5
117.29,1,117.29
98,2,49
0,2,0
75.96,2,37.98
83.5,2,41.75
131,2,65.5
84.47,2,42.235
84.47,2,42.235
84.47,2,42.235
156,2,78
98,2,49
117.9,2,58.95
98,2,49
101.53,2,50.765
97.54,2,48.77
91.5,2,45.75
113,2,56.5
58.95,2,29.475
133,2,66.5
76.5,2,38.25
146,1,146
146,2,73
80,1,80
68.5,2,34.25
146,2,73
124.8,2,62.4
131,2,65.5
146,2,73
134,1,134
86.69,1,86.69
124.4,2,62.2
65.7,1,65.7
77.7,1,77.7
59,2,29.5
76.5,2,38.25
82,2,41
92.67,2,46.335
82,2,41
115.4,1,115.4
158.4,2,79.2
108,2,54
87.05,2,43.525
70.98,2,35.49
119.7,2,59.85
73.8,2,36.9
87.05,2,43.525
87.05,2,43.525
82.44,2,41.22
153,2,76.5
57.54,2,28.77
120.43,2,60.215
131,2,65.5
0,1,0
75.46,3,25.1533333333333
82,2,41
75.46,2,37.73
208,2,104
106.25,2,53.125
70.48,2,35.24
85,2,42.5
83.5,2,41.75
48.88,2,24.44
73.5,2,36.75
101.5,2,50.75
133,1,133
87.05,2,43.525
118.2,2,59.1
66.15,2,33.075
50.15,2,25.075
112.42,1,112.42
131,2,65.5
68.5,2,34.25
104.8,2,52.4
117.9,2,58.95
134,1,134
113,2,56.5
138.5,2,69.25
146,2,73
133,2,66.5
153,3,51
131,2,65.5
135,2,67.5
111.2,2,55.6
57.5,2,28.75
58.95,2,29.475
77.11,2,38.555
97.99,2,48.995
51.75,2,25.875
89,1,89
153,2,76.5
141.5,2,70.75
36,2,18
59.13,1,59.13
66.6,2,33.3
129,2,64.5
82,2,41
58.05,1,58.05
95.86,2,47.93
68.45,2,34.225
0,26,0
131.14,2,65.57
72.25,2,36.125
53.1,2,26.55
123,2,61.5
110.7,2,55.35
73.8,2,36.9
127.75,2,63.875
110.75,2,55.375
91,2,45.5
122.75,2,61.375
91,2,45.5
132.6,2,66.3
124,2,62
138.6,2,69.3
107,2,53.5
70.2,2,35.1
66.15,2,33.075
93.21,2,46.605
53.1,2,26.55
53.1,2,26.55
105,2,52.5
66.15,2,33.075
79.5,2,39.75
73.5,2,36.75
58.5,1,58.5
132,2,66
120,2,60
73.5,2,36.75
212.83,2,106.415
120.08,2,60.04
77.2,2,38.6
160.8,2,80.4
76.67,2,38.335
100.5,2,50.25
89,2,44.5
95,2,47.5
103.51,2,51.755
82,2,41
160,2,80
146,2,73
0,1,0
68.4,2,34.2
55.79,2,27.895
103.8,2,51.9
99,2,49.5
122.14,2,61.07
90.14,2,45.07
103.8,2,51.9
73.5,2,36.75
68.88,2,34.44
74.53,2,37.265
71.66,2,35.83
74,2,37
74,2,37
66.6,2,33.3
8,2,4
62,2,31
79,2,39.5
65,1,65
58.5,1,58.5
55,1,55
74,2,37
86,2,43
129,2,64.5
129,2,64.5
129,2,64.5
83,2,41.5
74,2,37
77.75,2,38.875
74,2,37
66.6,2,33.3
150.25,2,75.125
92,2,46
85.5,2,42.75
71.2,2,35.6
81.5,2,40.75
71.2,2,35.6
89,2,44.5
89,2,44.5
66.6,2,33.3
71.2,2,35.6
66.6,2,33.3
0,2,0
111,2,55.5
106.2,2,53.1
83,2,41.5
65,1,65
65,1,65
65,1,65
65,1,65
65,1,65
74,2,37
89,2,44.5
83,2,41.5
65,1,65
74,1,74
84.71,2,42.355
59.2,2,29.6
114,2,57
73.5,2,36.75
109.71,2,54.855
90.43,2,45.215
80.63,2,40.315
45.9,2,22.95
120,2,60
114,2,57
81.6,2,40.8
83,2,41.5
113,2,56.5
81.2,2,40.6
59.2,2,29.6
126,2,63
99.5,2,49.75
99,2,49.5
73.5,2,36.75
85,2,42.5
87.33,2,43.665
75.1,2,37.55
59,1,59
122,2,61
120,2,60
162,2,81
83,2,41.5
152,2,76
114,2,57
127,2,63.5
69.83,2,34.915
102.93,2,51.465
65.1,2,32.55
96.26,3,32.0866666666667
124.74,2,62.37
0,26,0
89,2,44.5
104,2,52
59.2,2,29.6
138.29,2,69.145
59.2,2,29.6
125.71,2,62.855
66.6,2,33.3
116,2,58
95.4,2,47.7
100.93,2,50.465
66.6,2,33.3
74.93,2,37.465
58.98,2,29.49
66.6,2,33.3
58.93,2,29.465
103.22,3,34.4066666666667
42.5,2,21.25
68.5,2,34.25
55.64,2,27.82
26,2,13
64,1,64
64,1,64
74,2,37
26,2,13
26,2,13
90,2,45
26,2,13
99,2,49.5
90,2,45
90,2,45
79,2,39.5
89,2,44.5
0,27,0
72,1,72
89,2,44.5
59.02,2,29.51
79.5,2,39.75
74.93,2,37.465
89.14,2,44.57
53.69,2,26.845
114.48,2,57.24
73.98,2,36.99
99.5,2,49.75
99.5,2,49.75
59.2,2,29.6
65.64,2,32.82
89,2,44.5
79,2,39.5
74,2,37
84.71,2,42.355
75.43,2,37.715
77.73,2,38.865
74,2,37
80.63,2,40.315
129,2,64.5
140.63,2,70.315
73.5,2,36.75
108.65,2,54.325
75.65,2,37.825
108.85,2,54.425
75.65,2,37.825
75.65,2,37.825
114,2,57
56.98,2,28.49
0,1,0
0,1,0
74.8,2,37.4
89,2,44.5
114,2,57
87.86,2,43.93
130.5,3,43.5
64,2,32
112,2,56
75.5,2,37.75
89,2,44.5
80.1,2,40.05
97.2,2,48.6
0,27,0
76.3,2,38.15
74.7,2,37.35
55.43,2,27.715
48.54,2,24.27
83.8,2,41.9
43.93,2,21.965
129,3,43
80.1,2,40.05
80,1,80
173,2,86.5
80,1,80
89,2,44.5
108.5,2,54.25
136.5,2,68.25
83,2,41.5
96.5,2,48.25
142.5,2,71.25
95,2,47.5
89,2,44.5
89,2,44.5
109,2,54.5
89.06,2,44.53
72.14,2,36.07
90.49,2,45.245
53.68,2,26.84
85.5,2,42.75
89.06,2,44.53
80.08,2,40.04
89,2,44.5
114,2,57
119,2,59.5
104.72,2,52.36
73.35,2,36.675
74,2,37
79,2,39.5
79,2,39.5
94,2,47
116,2,58
82.8,2,41.4
73.5,2,36.75
0,26,0
128.42,2,64.21
55.09,2,27.545
93.86,2,46.93
69.13,2,34.565
122,2,61
88.4,2,44.2
94.5,2,47.25
78.6,2,39.3
85.08,2,42.54
55.43,2,27.715
93.43,2,46.715
36.13,2,18.065
55.43,2,27.715
66.29,2,33.145
90.74,2,45.37
66.29,2,33.145
38.25,2,19.125
106.31,2,53.155
74.2,2,37.1
93.2,2,46.6
83.67,2,41.835
42.23,1,42.23
68.53,1,68.53
86.1,2,43.05
63.14,2,31.57
74.6,2,37.3
60.5,1,60.5
69.5,2,34.75
55.44,2,27.72
44.5,2,22.25
55.44,2,27.72
55.44,1,55.44
55.44,2,27.72
99.5,2,49.75
108.09,2,54.045
68,2,34
78.1,2,39.05
70.5,2,35.25
76.5,2,38.25
66.8,2,33.4
39.24,2,19.62
48.78,1,48.78
62,2,31
54.4,1,54.4
56.59,2,28.295
59.03,2,29.515
62,2,31
148.12,2,74.06
44.5,2,22.25
54.4,1,54.4
44.5,2,22.25
81.45,2,40.725
81.75,2,40.875
81.45,2,40.725
48.8,2,24.4
80.1,2,40.05
106,2,53
104,1,104
90.1,2,45.05
55.5,2,27.75
58.5,1,58.5
58.5,1,58.5
73,2,36.5
55.8,2,27.9
58.5,1,58.5
58.5,1,58.5
73,2,36.5
73,2,36.5
67.5,1,67.5
13,1,13
64.33,2,32.165
79.83,2,39.915
100.33,2,50.165
44.5,2,22.25
71.93,2,35.965
52.73,2,26.365
58.57,2,29.285
48,2,24
62.43,2,31.215
52.73,2,26.365
44.27,2,22.135
58.57,2,29.285
54.4,1,54.4
120,3,40
68.4,2,34.2
118.5,2,59.25
87,2,43.5
48.3,1,48.3
93,1,93
65,2,32.5
56,2,28
65,2,32.5
66,2,33
86,2,43
74.4,1,74.4
74.23,2,37.115
103,2,51.5
82,2,41
77,1,77
69.93,2,34.965
43.93,2,21.965
57.43,2,28.715
36.74,2,18.37
63.08,2,31.54
47,2,23.5
50.4,2,25.2
55.43,2,27.715
76,2,38
56,2,28
78,2,39
0,2,0
117,2,58.5
106,2,53
47,2,23.5
56,2,28
106,2,53
44.5,2,22.25
77,1,77
50.4,2,25.2
44.5,2,22.25
59.4,2,29.7
55.43,2,27.715
44.5,2,22.25
42.23,1,42.23
72,2,36
60.9,2,30.45
67.25,2,33.625
63.9,2,31.95
74,1,74
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
42.3,1,42.3
90,1,90
67,2,33.5
110,2,55
36.05,2,18.025
36.05,2,18.025
58,2,29
58,2,29
38.07,1,38.07
40.07,1,40.07
38.07,1,38.07
81.6,2,40.8
59.29,1,59.29
38.07,1,38.07
40.07,1,40.07
59.4,2,29.7
77,2,38.5
74.14,2,37.07
116,2,58
86,2,43
50.4,2,25.2
40.96,2,20.48
44.8,2,22.4
93.43,2,46.715
47.33,2,23.665
83.05,2,41.525
87.43,2,43.715
0,26,0
68.16,2,34.08
66,2,33
56,2,28
136.71,2,68.355
51.3,2,25.65
92.6,2,46.3
47,1,47
56,2,28
0,55,0
56,2,28
117,2,58.5
122,2,61
63.66,2,31.83
68.43,2,34.215
60.4,2,30.2
78.2,2,39.1
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
44.5,2,22.25
41.25,2,20.625
40.05,2,20.025
117,2,58.5
107.43,2,53.715
57.67,2,28.835
63.47,2,31.735
60.3,2,30.15
61.5,2,30.75
88,2,44
56.95,2,28.475
67,2,33.5
54.5,2,27.25
67,2,33.5
54.72,2,27.36
83.6,2,41.8
73,2,36.5
86,2,43
86,2,43
86,2,43
86,2,43
65.45,2,32.725
71.67,2,35.835
37,1,37
37,1,37
37,1,37
0,2,0
52.2,1,52.2
43.12,2,21.56
66,2,33
106,2,53
56,2,28
0,0,NA
62.8,2,31.4
87,2,43.5
96.67,2,48.335
0,20,0
0,6,0
118,2,59
0,5,0
98.4,2,49.2
43.3,2,21.65
58,1,58
58,1,58
58,1,58
58,1,58
58,1,58
66.3,2,33.15
0,2,0
47,1,47
0,3,0
67,2,33.5
49.01,2,24.505
64.29,2,32.145
47,1,47
41.6,2,20.8
55.43,2,27.715
48.74,2,24.37
55.43,2,27.715
68.86,2,34.43
67,1,67
68.43,1,68.43
47,1,47
40,1,40
67,2,33.5
67,2,33.5
47,1,47
87,2,43.5
67.5,2,33.75
73.67,2,36.835
50,2,25
50,2,25
73.66,2,36.83
50,2,25
56,2,28
48,1,48
45,2,22.5
50,2,25
67,2,33.5
71,2,35.5
45,2,22.5
50,2,25
66,2,33
45,2,22.5
71,2,35.5
85,2,42.5
41.37,1,41.37
0,1,0
53.37,2,26.685
44.5,2,22.25
48.57,2,24.285
77.43,2,38.715
123.56,2,61.78
62.47,2,31.235
58,1,58
48,1,48
67,2,33.5
56,2,28
56,2,28
42,1,42
67.5,2,33.75
89,2,44.5
50,1,50
50,2,25
56,2,28
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
43.12,2,21.56
92,2,46
92,2,46
104.67,2,52.335
113.33,2,56.665
50,2,25
50,2,25
67,2,33.5
72.8,2,36.4
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
92,2,46
54.02,2,27.01
63.33,2,31.665
83.33,2,41.665
92,2,46
92,2,46
92,2,46
43.12,2,21.56
78.8,2,39.4
55.73,1,55.73
44.5,2,22.25
92,2,46
92,2,46
92,2,46
92,2,46
83,2,41.5
67,2,33.5
77,2,38.5
71.5,2,35.75
70.4,2,35.2
73.68,2,36.84
82,2,41
56,2,28
45,2,22.5
45,2,22.5
60.3,2,30.15
67.5,2,33.75
61.5,2,30.75
107.5,2,53.75
101.5,2,50.75
76.35,2,38.175
49.2,2,24.6
82.35,2,41.175
111.5,2,55.75
67.5,2,33.75
117,2,58.5
77.5,2,38.75
102.5,2,51.25
101.5,2,50.75
101.5,2,50.75
61.35,2,30.675
61.35,2,30.675
49.2,2,24.6
90,2,45
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
4,1,4
36.05,2,18.025
36.05,2,18.025
36.05,2,18.025
98,2,49
79.22,2,39.61
106,2,53
50.4,2,25.2
66,2,33
50.4,2,25.2
46.5,2,23.25
50.4,2,25.2
66,2,33
56,2,28
82,2,41
50.4,2,25.2
37.6,1,37.6
56.4,2,28.2
67,2,33.5
56.4,2,28.2
42.3,1,42.3
50.4,2,25.2
56,2,28
50.4,2,25.2
42.3,1,42.3
56.52,2,28.26
58.24,2,29.12
69.85,1,69.85
92.71,2,46.355
0,1,0
0,2,0
0,0,NA
48,2,24
53,2,26.5
48,2,24
37,1,37
56,2,28
48,1,48
61.28,2,30.64
0,10,0
0,20,0
0,5,0
79,2,39.5
74.28,2,37.14
47,1,47
50.4,2,25.2
56,1,56
8,2,4
56,2,28
47,1,47
117,2,58.5
107.43,2,53.715
73.38,2,36.69
117,2,58.5
37.6,1,37.6
42.3,1,42.3
56,2,28
37.6,1,37.6
56,2,28
42.3,1,42.3
64.5,2,32.25
0,2,0
43,1,43
111.5,2,55.75
33.3,2,16.65
0,2,0
0,2,0
0,2,0
73,2,36.5
44.5,2,22.25
0,1,0
44.5,2,22.25
98.4,2,49.2
70,1,70
75,2,37.5
57.83,2,28.915
68.57,2,34.285
67,2,33.5
81.5,2,40.75
54.77,2,27.385
45.56,2,22.78
59.4,2,29.7
108,2,54
56,2,28
56,2,28
65,2,32.5
42.5,2,21.25
50.05,2,25.025
86.5,2,43.25
67.92,2,33.96
43.93,2,21.965
45,2,22.5
55.14,2,27.57
38.25,2,19.125
55,2,27.5
81.34,2,40.67
40.5,2,20.25
40.5,2,20.25
37,1,37
56,2,28
37,2,18.5
37,2,18.5
68.4,2,34.2
39,1,39
86,2,43
62,2,31
92,2,46
40.23,2,20.115
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
58.4,1,58.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
56,2,28
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
57,2,28.5
76.8,2,38.4
76.8,2,38.4
76.8,2,38.4
58.4,1,58.4
76.8,2,38.4
79.63,2,39.815
37.56,2,18.78
36.9,2,18.45
70,2,35
62,2,31
67.56,2,33.78
56,2,28
56,2,28
66,2,33
75,2,37.5
47,1,47
67.15,3,22.3833333333333
88.67,3,29.5566666666667
95,2,47.5
113.33,3,37.7766666666667
36,2,18
54.4,2,27.2
36,1,36
42.3,1,42.3
0,1,0
0,1,0
37,1,37
8,2,4
0,2,0
95,2,47.5
0,2,0
70,2,35
70,2,35
60,1,60
34.65,2,17.325
56,2,28
41.98,2,20.99
40.05,2,20.025
61,2,30.5
66,2,33
34.65,2,17.325
45.55,2,22.775
55,2,27.5
59.4,2,29.7
86,2,43
66.43,2,33.215
47,1,47
112.29,2,56.145
55,2,27.5
70,2,35
59.4,2,29.7
40.5,2,20.25
61.6,2,30.8
42.5,2,21.25
82,2,41
81,2,40.5
60,2,30
43.93,2,21.965
42.5,2,21.25
36,2,18
60,2,30
36,1,36
55,2,27.5
40.5,1,40.5
50.4,2,25.2
40.5,2,20.25
55,2,27.5
36,1,36
55,2,27.5
55,2,27.5
81.5,2,40.75
56.4,1,56.4
42.5,2,21.25
55.43,2,27.715
70.31,2,35.155
104.67,2,52.335
76,2,38
76,2,38
76,2,38
56,2,28
66,1,66
82,2,41
56,2,28
77,2,38.5
50.4,2,25.2
73,2,36.5
72,2,36
56,2,28
56,2,28
0,1,0
56,2,28
64,2,32
66,2,33
56,2,28
70,2,35
34.65,2,17.325
58,2,29
34.65,2,17.325
44.5,2,22.25
44.5,2,22.25
38.92,2,19.46
119.43,2,59.715
47,1,47
56,2,28
56,2,28
56,2,28
47,1,47
106,2,53
99.5,3,33.1666666666667
52.51,2,26.255
49.8,1,49.8
73,2,36.5
96,2,48
47,1,47
56,2,28
106,2,53
66.3,2,33.15
45,2,22.5
39,1,39
47,2,23.5
47,2,23.5
39,1,39
39,1,39
39,1,39
47,2,23.5
47,2,23.5
47,2,23.5
39,1,39
39,1,39
47,2,23.5
47,2,23.5
39,1,39
39,1,39
47,2,23.5
47,2,23.5
39,1,39
39,1,39
66,2,33
47,2,23.5
47,2,23.5
47,2,23.5
39,1,39
39,1,39
39,1,39
66,2,33
47,2,23.5
47,2,23.5
47,2,23.5
39,1,39
39,1,39
47,2,23.5
47,2,23.5
47,2,23.5
39,1,39
39,1,39
39,1,39
65,2,32.5
76,2,38
45,2,22.5
66,2,33
54,2,27
45,2,22.5
42.05,2,21.025
47,2,23.5
52,2,26
65,2,32.5
96.67,2,48.335
76,2,38
76,2,38
42.5,2,21.25
34.56,2,17.28
63.82,2,31.91
66,2,33
47,2,23.5
47,2,23.5
39,1,39
39,1,39
39,1,39
67,2,33.5
106,2,53
36,2,18
44.8,1,44.8
69.93,2,34.965
47,2,23.5
75,2,37.5
0,2,0
54,2,27
48.6,2,24.3
48.6,2,24.3
66,2,33
36,1,36
52.2,1,52.2
36,1,36
36,1,36
36,1,36
36,1,36
36,1,36
43.2,2,21.6
45,1,45
66,2,33
48,2,24
45,1,45
36,2,18
49.2,2,24.6
72.5,2,36.25
48,2,24
58,2,29
72.5,2,36.25
39,1,39
56,2,28
77,2,38.5
70.2,2,35.1
49.01,2,24.505
48,2,24
48,1,48
77.4,2,38.7
48,1,48
63.76,1,63.76
69.76,1,69.76
63.76,1,63.76
65.19,1,65.19
48,1,48
39,1,39
48,2,24
39,1,39
35.1,1,35.1
41.1,2,20.55
48,2,24
48,1,48
48,2,24
42,2,21
48,2,24
36,2,18
36,2,18
56.02,2,28.01
36,2,18
76,1,76
48,2,24
56,2,28
48,2,24
36,2,18
36,2,18
56,2,28
42,2,21
42,2,21
76,2,38
54,2,27
0,1,0
36,2,18
72,2,36
48,2,24
41.45,2,20.725
47.45,2,23.725
36,2,18
47.12,1,47.12
54,2,27
45.66,2,22.83
36,2,18
37.4,2,18.7
49.74,2,24.87
0,1,0
50.4,2,25.2
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
56,2,28
72,1,72
44.5,2,22.25
49,2,24.5
36,2,18
48,2,24
49,2,24.5
36,1,36
36,2,18
36,2,18
36,2,18
58,2,29
36,2,18
42,2,21
36,2,18
36,2,18
36,2,18
36,1,36
36,2,18
36,2,18
36,2,18
44.5,2,22.25
36,1,36
37,1,37
36,2,18
38.81,2,19.405
36,1,36
39.2,2,19.6
36,2,18
36,2,18
36,2,18
36,2,18
49,2,24.5
36,2,18
36,1,36
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
36,2,18
88,2,44
46,2,23
114,3,38
58,2,29
36,1,36
36,1,36
48,2,24
36,2,18
69,2,34.5
71,2,35.5
34.43,2,17.215
34.43,2,17.215
51.84,2,25.92
46.65,2,23.325
37.29,2,18.645
47.6,2,23.8
34.97,2,17.485
46.76,2,23.38
25,1,25
49,2,24.5
39,1,39
55,2,27.5
44.1,2,22.05
25,1,25
55.04,2,27.52
36,2,18
56.16,2,28.08
61.87,2,30.935
24.8,2,12.4
46,2,23
48,2,24
50.5,2,25.25
29,2,14.5
29,2,14.5
69.43,2,34.715
40,1,40
40,1,40
40,1,40
40,1,40
40,1,40
40,1,40
40,1,40
0,2,0
46,1,46
58,2,29
42,1,42
46,1,46
48,2,24
40,1,40
43.2,2,21.6
48,2,24
43.2,2,21.6
33.3,2,16.65
41.4,2,20.7
26.1,2,13.05
35,1,35
47.6,1,47.6
22.5,1,22.5
48.9,3,16.3
43.2,2,21.6
40,1,40
48,2,24
48,2,24
48,2,24
40,1,40
48,2,24
40,1,40
40,1,40
35,1,35
59,2,29.5
36,1,36
44.1,1,44.1
24.79,2,12.395
48,2,24
40,1,40
42.55,1,42.55
35,1,35
40,1,40
40,1,40
105.5,2,52.75
111.5,2,55.75
36,1,36
54.99,2,27.495
43.2,2,21.6
44.1,1,44.1
36,1,36
70,1,70
93,2,46.5
26.1,2,13.05
54.4,2,27.2
57,2,28.5
77.3,2,38.65
24.8,2,12.4
62.5,2,31.25
62.5,2,31.25
40,1,40
52.2,1,52.2
36,1,36
36,1,36
36,1,36
40,1,40
52.2,1,52.2
0,2,0
52.4,2,26.2
30,2,15
32.62,2,16.31
40.5,2,20.25
49,2,24.5
32.62,2,16.31
40.5,2,20.25
78,2,39
104,2,52
94,2,47
62.16,1,62.16
56.16,1,56.16
60.3,2,30.15
38.47,2,19.235
40,1,40
40,1,40
40,1,40
66,2,33
36,1,36
36,2,18
32.4,2,16.2
36,1,36
36,1,36
40,1,40
40,1,40
36,1,36
42,1,42
36,1,36
40,1,40
40,1,40
36,1,36
40,1,40
40,1,40
36,1,36
36.75,1,36.75
30,1,30
66,2,33
54.88,2,27.44
79,1,79
94,2,47
79,1,79
54,2,27
74,2,37
71.33,1,71.33
48,2,24
43.2,2,21.6
36,1,36
48,2,24
72.29,2,36.145
36,1,36
43.2,2,21.6
36,1,36
63.92,2,31.96
0,2,0
49,1,49
55,1,55
40,1,40
108,3,36
35,1,35
48,2,24
88,2,44
35,1,35
77.23,2,38.615
36,1,36
36,1,36
56.16,2,28.08
56.16,2,28.08
52.2,2,26.1
48,2,24
61.2,2,30.6
55.04,2,27.52
58,1,58
40,1,40
40,1,40
40,1,40
47.7,2,23.85
40,1,40
73.2,2,36.6
79,2,39.5
37,1,37
40,1,40
40,1,40
40.5,1,40.5
40,1,40
36,1,36
40,1,40
53,1,53
53,1,53
27.9,1,27.9
73,2,36.5
40,1,40
48,2,24
85.5,1,85.5
53,1,53
48,2,24
36,1,36
40,1,40
40,1,40
40,1,40
53,1,53
40,1,40
43.2,2,21.6
27.9,1,27.9
40,1,40
40,1,40
40,1,40
53,1,53
53,1,53
59,1,59
63,2,31.5
66.64,2,33.32
49.59,2,24.795
36,1,36
53,2,26.5
68,2,34
40,1,40
40,1,40
36,1,36
40,1,40
40,1,40
40,1,40
40,1,40
40,1,40
52.2,2,26.1
40,1,40
66,2,33
40,1,40
40,1,40
40,1,40
40,1,40
36,1,36
40,1,40
40,1,40
40,1,40
40,1,40
68,2,34
78,2,39
40,1,40
40,1,40
104,2,52
78,2,39
48,2,24
40,1,40
77.1,2,38.55
36,1,36
52.2,1,52.2
52.2,1,52.2
43.2,2,21.6
36,1,36
0,2,0
0,1,0
43.2,2,21.6
78,2,39
52.2,2,26.1
78,2,39
78,2,39
65.25,2,32.625
51,1,51
58.2,2,29.1
40.93,2,20.465
63.47,2,31.735
67.99,2,33.995
62.83,2,31.415
55.1,2,27.55
58,2,29
72.5,2,36.25
65.23,2,32.615
45.64,2,22.82
29.16,2,14.58
0,2,0
0,2,0
0,2,0
39,1,39
48,2,24
48,2,24
47.4,1,47.4
32.4,2,16.2
76,2,38
34.51,1,34.51
32.4,2,16.2
0,2,0
54,2,27
28.1,2,14.05
61.2,2,30.6
36,1,36
4,1,4
69,2,34.5
69,2,34.5
69,2,34.5
73,2,36.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
49,1,49
69,2,34.5
69,2,34.5
69,2,34.5
71,2,35.5
69,2,34.5
18.5,1,18.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
69,2,34.5
73,2,36.5
69,2,34.5
69,2,34.5
69,2,34.5
26.33,2,13.165
47.12,2,23.56
26.1,2,13.05
31,1,31
86,2,43
98,2,49
77.6,2,38.8
32.4,2,16.2
77.6,2,38.8
66.32,2,33.16
64,2,32
64,2,32
64,2,32
64,2,32
32.4,2,16.2
32.4,2,16.2
64,2,32
64,2,32
48,1,48
36.45,2,18.225
32.4,2,16.2
32.4,2,16.2
64,2,32
64,2,32
64,2,32
58.32,2,29.16
32.4,2,16.2
32.4,2,16.2
64,2,32
64,2,32
64,2,32
37,2,18.5
64,2,32
64,2,32
64,2,32
32.4,2,16.2
32.4,2,16.2
32.4,2,16.2
29.16,2,14.58
64,2,32
64,2,32
64,2,32
64,2,32
32.4,2,16.2
64,2,32
48,1,48
64,2,32
66,2,33
0,0,NA
22.5,1,22.5
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
44,2,22
32,2,16
32,2,16
56,2,28
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
73.5,2,36.75
56,2,28
54.05,2,27.025
73.5,2,36.75
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
32,2,16
44,2,22
32,2,16
32,2,16
32,2,16
76,2,38
56,2,28
32,2,16
32,2,16
67.5,3,22.5
32,2,16
32,2,16
32,2,16
147.1,2,73.55
32,2,16
44,2,22
26,2,13
0,2,0
0,2,0
68.53,2,34.265
58,2,29
32.4,2,16.2
25,1,25
58,2,29
38.4,2,19.2
41.4,2,20.7
49.4,2,24.7
32.4,2,16.2
46.4,2,23.2
36,1,36
36,1,36
36,1,36
36,1,36
36,1,36
36,1,36
46.4,2,23.2
64,2,32
36,1,36
46.5,2,23.25
26.1,2,13.05
0,2,0
48,2,24
46.4,2,23.2
0,2,0
108.15,3,36.05
36.45,2,18.225
29.16,2,14.58
32.1,2,16.05
32.4,2,16.2
98,2,49
32.4,2,16.2
29.16,2,14.58
83.6,2,41.8
32.4,2,16.2
66,2,33
0,1,0
32.4,2,16.2
50.4,2,25.2
29.16,2,14.58
0,2,0
61.2,2,30.6
61.2,2,30.6
61.2,2,30.6
61.2,2,30.6
68.2,2,34.1
61.2,2,30.6
46.4,2,23.2
46.4,2,23.2
55.95,2,27.975
33.3,2,16.65
87.53,2,43.765
49.5,2,24.75
30,2,15
50.4,2,25.2
41.4,2,20.7
32.4,2,16.2
40.5,2,20.25
41.4,2,20.7
47.6,2,23.8
84,2,42
92.1,2,46.05
58,2,29
52.4,2,26.2
49.4,2,24.7
58,2,29
52.4,2,26.2
35.7,2,17.85
0,2,0
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
52,1,52
39.1,2,19.55
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
26,2,13
64,2,32
64,2,32
86.4,3,28.8
52,1,52
52,1,52
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
52,1,52
64,2,32
64,2,32
64,2,32
64,2,32
0,1,0
52,1,52
48.4,1,48.4
68.45,2,34.225
58,2,29
78,2,39
68,2,34
68,2,34
68,2,34
68,2,34
70,2,35
70,2,35
68,2,34
68,2,34
36.45,2,18.225
68.45,2,34.225
36,1,36
68,2,34
68,2,34
68,2,34
70,2,35
70,2,35
70,2,35
68,2,34
68,2,34
68,2,34
70,2,35
70,2,35
70,2,35
68,2,34
68,2,34
68,2,34
68,2,34
68,2,34
72.5,2,36.25
68,2,34
68,2,34
68,2,34
